"loja_id","vendas_pos","vendas_pre","tratamento","renda_per_capita","penetracao_internet","n_concorrentes","potencial_crescimento","trend_pre","ite","quartil_renda","quartil_internet"
26,85503.9218508239,80168.9496121839,0,2612.35272100399,0.731642386165913,5,-0.0833516092052766,44.6323043038606,6021.37947574921,"Q2","Q3"
27,97550.8185000419,87282.988136733,1,2880.29729546328,0.643257557763718,2,-0.289792700342391,-212.205879944673,5991.89227711078,"Q2","Q2"
28,95652.7447097716,84255.5594906416,1,2726.56172886278,0.616920246195514,3,0.109107645782298,104.324130674517,6074.36560663534,"Q2","Q1"
29,79762.0039966188,77763.5435981709,0,2044.42105112314,0.595066975802183,2,-0.911977528151159,-746.31045150585,6273.57544690372,"Q1","Q1"
30,89493.9670005,85128.4517934115,0,2820.68727328975,0.587983729923144,2,-0.352530667335314,-499.610233862308,6219.39525255057,"Q2","Q1"
31,102844.325663759,93461.5575793187,1,3861.37199434928,0.534922916255891,3,-0.474939231082904,-505.46606928393,6385.29350562844,"Q4","Q1"
32,113326.98746158,97667.9893548581,1,3534.11612790716,0.924647099897265,3,0.891124699786688,189.493430776043,6355.52652318755,"Q3","Q4"
33,110593.890087252,101883.134816517,0,3900.33901727719,0.835984026361257,2,0.616381934279531,-264.601968326691,6391.46265523154,"Q4","Q4"
34,100232.623154534,93036.381343313,0,3486.25473970129,0.636439012701157,2,0.0492556545562715,-151.495354035244,6224.47745134645,"Q3","Q2"
35,111632.749794371,105146.50603323,0,4236.21289199247,0.739242835703771,1,0.242000235380849,4.75153266876203,6314.6527702337,"Q4","Q3"
36,107557.34412522,93902.4256155288,1,3223.83621571683,0.880423574638553,3,0.508571026926045,-330.856224464374,6178.82040286516,"Q3","Q4"
37,120361.119375232,105556.081488275,1,4525.80358318522,0.757996495906264,3,0.624035714123299,58.4922790277167,6329.18687942909,"Q4","Q3"
38,105968.31035177,89892.9394308188,1,2921.6599598604,0.828874173178338,3,0.762034154796178,-430.852873991299,6085.43391437016,"Q2","Q4"
39,86768.8059066888,82100.4362296599,0,2923.13840649635,0.540480136917904,3,-0.770543115899298,-636.209068787647,6335.50133675316,"Q2","Q1"
40,99066.6918544732,85481.0349392037,1,2302.3636342641,0.89895023163408,3,0.617373619808771,-281.471327853293,6108.6664867591,"Q1","Q4"
41,79003.5172920062,72769.2197914435,0,1634.08192333671,0.707157324638683,3,-0.556744388514243,-121.151395397113,6082.1984088793,"Q1","Q2"
42,100835.398471099,89004.6548645052,1,3125.88553717091,0.759126929868944,3,-0.298126482891134,-401.694674859528,6081.8367182544,"Q3","Q3"
43,84762.1369945972,79314.1465894678,0,2812.52692404632,0.698794206150342,6,-0.124749604448736,-269.336809846133,6033.55683542823,"Q2","Q2"
44,81376.1554673122,75769.5295916471,0,1619.34416048415,0.866610596876126,3,-0.247368492698843,-330.264146724768,6105.62793919626,"Q1","Q4"
45,97863.9874276243,91476.2079411449,0,3684.04830890882,0.795020450081211,5,0.295788960594217,-466.799995129132,6185.69525304704,"Q4","Q3"
46,108387.51637258,96106.7994306004,1,3845.49895778156,0.615068413468543,3,0.291944087246566,-53.0742183464588,6381.07133101208,"Q4","Q1"
47,109980.009217163,96055.9334107456,1,3805.11991050087,0.759059394570067,4,0.446067690407647,148.183974609494,6325.90581233005,"Q4","Q3"
48,96716.383615881,83321.8928187804,1,3151.85861380688,0.735990961955395,6,0.225208988258671,-276.583237353172,6019.2239782825,"Q3","Q3"
49,106317.724847561,95550.3568406566,1,3789.35836045998,0.652989143063314,3,-0.0968022479022022,-585.691002238585,6207.65744817357,"Q4","Q2"
50,118745.514155206,108315.800920423,0,4800.03745031551,0.639191051351372,1,0.441921319987422,-275.632041284569,6599.91547213705,"Q4","Q2"
51,113815.975303199,101683.97569129,1,3955.09523148598,0.732498063857201,1,-0.0631197268398446,-89.3563806849481,6313.85518854739,"Q4","Q3"
52,83391.0963728807,74254.5009089094,1,2470.35718294082,0.694855734775774,7,-0.432440294345269,-257.35141970063,6066.86975841112,"Q1","Q2"
53,103232.174930699,96958.6416742888,0,3716.44795894001,0.59356940840371,1,-0.140649428694807,-123.293006808198,6237.08554946347,"Q4","Q1"
54,73858.6238901085,65376.7565691944,1,1554.78277143171,0.679680856585037,6,-0.618440581688921,-793.643278847195,6334.51354154292,"Q1","Q2"
55,85914.308954311,76678.6720222756,1,2183.48174794283,0.596367376844864,3,-0.561004392665805,-324.604505361224,6187.63741763526,"Q1","Q1"
56,104783.400434105,91974.8387457752,1,3432.21694511849,0.661237111699302,3,0.324381424064883,-51.2174219695034,6195.80634458653,"Q3","Q2"
57,109079.995494289,94056.9556573377,1,3708.35538552358,0.823505631566513,5,0.79414806474409,-258.773681984855,6329.26380678166,"Q4","Q4"
58,113624.274939212,99322.1523549733,1,4154.02187322246,0.703709293610882,3,0.315110225768989,89.9109207950874,6300.15719964254,"Q4","Q2"
59,103748.191027434,95604.6138379291,0,3494.74719119214,0.933257840864826,4,0.649202729802615,-70.9163981143692,6287.38516222618,"Q3","Q4"
60,85630.5245001016,75036.5052908616,1,1785.89200760489,0.810101609060075,4,-0.313574388487793,-294.24098905231,6181.29074066034,"Q1","Q3"
61,89673.7691878037,83706.1326216433,0,2143.63347479009,0.863468049233779,2,0.148599281020275,-200.179088840083,6084.76460854755,"Q1","Q4"
62,103006.006932409,92813.0470105279,1,3508.43562246799,0.589716349879745,2,-0.515529429799027,-725.184640468995,6281.4376957526,"Q3","Q1"
63,101617.196961861,93022.4303667578,0,3343.34242994747,0.741643009707332,3,0.615492111435528,-37.0855353911776,6239.33693885889,"Q3","Q3"
64,109317.843263232,95453.152457998,1,3674.16629385894,0.696998604782857,3,0.477066637900511,-172.618106634658,6248.17671657199,"Q4","Q2"
65,93444.0879573923,86795.4155781598,0,2774.70663463981,0.786071657529101,3,0.0708070881140855,-477.503605261969,6027.67494681256,"Q2","Q3"
66,86542.7838443505,83942.05060422,0,3336.20157411835,0.503892781515606,5,-0.789782252099595,-631.021237400432,6308.88224140942,"Q3","Q1"
67,114238.733358969,99843.4753885023,1,3539.20564795123,0.909388594620395,2,0.698337891774682,-156.955626746474,6329.54078210336,"Q3","Q4"
68,103480.050342772,96189.2341032267,0,3810.99632638538,0.722066982125398,4,0.570219238705059,-102.706064442143,6325.88797330608,"Q4","Q2"
69,97135.737878012,86569.85594885,1,3223.44558605111,0.623196416953579,4,-0.374465057088901,-73.2408719749671,6189.08867994184,"Q3","Q1"
70,111634.31870238,96112.862560538,1,3252.43275573709,0.927093347127084,3,0.8559939471628,-393.977209153068,6215.50320529363,"Q3","Q4"
71,102257.995865546,88396.7026032453,1,3360.96259990344,0.785669102380052,5,0.310926210197866,63.2019377842852,6144.98773081143,"Q3","Q3"
72,121448.90817364,104840.439145341,1,3992.12439883649,0.869382703793235,2,1.332005534469,222.20772688631,6345.91767609829,"Q4","Q4"
73,112639.61958653,99356.373179861,1,4098.617476968,0.685157341288868,3,0.299922476588621,-87.7003193257402,6336.64490175667,"Q4","Q2"
74,98321.8892532175,91663.3822216073,0,3220.40841178326,0.784527306747623,3,0.337153956658112,-313.611943584526,6172.15951793482,"Q3","Q3"
75,102608.542965551,91071.7585993571,1,3048.74397701842,0.726392620627303,2,0.0311049688262243,-127.549888796855,6048.28758172009,"Q2","Q3"
76,92004.7816574416,86135.2635570857,0,2843.12958571551,0.638731661869679,2,-0.278912786630242,-282.932775514742,6022.46966808519,"Q2","Q2"
77,54973.4848885602,53211.244214866,0,720.605651612401,0.531691600277554,6,-1.33447278450023,-862.575799529329,5766.84697900642,"Q1","Q1"
78,98060.447741737,84623.830608979,1,2435.99945649562,0.886648308380973,3,0.0401482148655574,-100.387215344295,5993.33214124318,"Q1","Q4"
79,81460.7655297425,77652.1991536756,0,2928.10427346341,0.562806017778348,6,-0.706269689950538,-578.240515513382,6270.82969633074,"Q2","Q1"
80,101388.866966801,89020.6079755296,1,2860.79619584631,0.755571509269066,2,-0.0271459164289576,-68.5965928382423,6031.86294591085,"Q2","Q3"
81,83819.3719806878,77713.3511378504,0,2187.67443592851,0.636474532587454,3,-0.213025250508931,-109.279557743426,6101.57931922048,"Q1","Q2"
82,70382.7660541505,67633.9080581222,0,1543.33565466576,0.500804999761749,3,-1.12015758649281,-591.892555925082,6243.83662511813,"Q1","Q1"
83,119430.037298052,103426.697555658,1,3983.00778115986,0.948306267464068,3,1.06355989011239,-152.18111303267,6355.37973004579,"Q4","Q4"
84,90203.2883035362,77425.1756387351,1,2046.23913027624,0.921732393861748,5,0.0455068930139599,-379.404143914329,6062.27346752782,"Q1","Q4"
85,99984.5479499058,89903.8104811608,1,3678.41226053415,0.579839638632257,4,-0.480352853320301,-383.953235585656,6376.35039736669,"Q4","Q1"
86,110483.681697493,102832.276812475,0,3926.11815393359,0.813751427491661,2,0.767614808055213,-4.29177365490255,6367.64455297701,"Q4","Q3"
87,108005.600189069,94718.3689349777,1,2918.91983752898,0.775418112962507,0,0.278940796153159,-326.680608830755,6131.84206511697,"Q2","Q3"
88,109304.794899623,100663.301174188,0,3932.62237874505,0.91407787486678,3,0.698806657943103,80.9454042503173,6329.89567322298,"Q4","Q4"
89,90461.8242268538,81421.5360542996,0,2435.37765421544,0.77209837785922,4,0.528715373532154,153.616963814147,6175.64839991546,"Q1","Q3"
90,104088.162366188,90570.7870845857,1,3266.57512219492,0.790328169008717,3,0.0242932678717053,-260.88372117838,6054.07173893685,"Q3","Q3"
91,121418.14730212,105450.264014031,1,3968.71285869139,0.839562368323095,1,0.916336397897771,83.1862026500409,6299.00571606872,"Q4","Q4"
92,110879.824029347,95911.7676671132,1,3511.26657596074,0.742141673329752,3,0.713406153628285,-188.41532434448,6287.73930023793,"Q3","Q3"
93,101045.458365035,89467.3024897664,1,3461.29986892349,0.588995732623152,4,-0.00540338652599898,-295.808445682693,6296.56158816359,"Q3","Q1"
94,90239.7599252687,85216.8148350125,0,2934.51855027818,0.654683886980638,3,-0.397380776647276,-487.709719716176,6057.92434904992,"Q2","Q2"
95,102392.455854076,96247.3970168047,0,3733.95246429608,0.696308742510155,2,0.137100435317932,11.9051502184727,6219.34620423985,"Q4","Q2"
96,97276.1898198834,91097.4260187931,0,3089.79908089699,0.735409315605648,2,0.158181231645087,127.598338654914,6031.95573544047,"Q3","Q3"
97,96650.316016585,90009.2743871197,0,2693.52380605907,0.796027241647243,1,0.0579580655549924,-123.850053813919,6070.41930978512,"Q2","Q3"
98,102501.661056847,89539.2579851067,1,3187.64841855969,0.707014429953415,3,0.148107951089047,69.8276912285397,6067.62684030137,"Q3","Q2"
99,106322.051770253,93538.4233878049,1,3099.6142906737,0.80833796558436,2,0.35780001522075,-103.544598580749,6181.93892836456,"Q3","Q3"
100,99307.5266537693,86281.1483725924,1,2661.28347367102,0.80357469136361,3,0.144437548962056,-389.258848659655,6013.93883597469,"Q2","Q3"
101,98705.58764002,85577.1770711291,1,3139.28389773052,0.791991220635828,6,0.315926485766509,-642.470840391009,6118.71300299651,"Q3","Q3"
102,89885.1323660624,80875.1167940987,1,2310.31308828419,0.663212384609505,2,-0.905455896662249,-150.279996041122,6090.68230399146,"Q1","Q2"
103,95454.7921367702,90916.4736757456,0,3243.354204394,0.595149601146113,1,-0.567264637394975,-249.625849821924,6268.88089629597,"Q3","Q1"
104,97851.5232590279,87541.9549836135,1,2866.64562105224,0.592222647683229,1,-0.563571766939346,-263.515044186826,6211.84328145478,"Q2","Q1"
105,88509.9212330225,85074.145856899,0,2758.01139380366,0.630227776966058,2,-0.551010504492998,-352.320640709781,6090.13553246887,"Q2","Q2"
106,113169.910314591,98420.8878721374,1,3469.49738180705,0.904856232297607,2,0.811999407671724,62.2958560105587,6317.4269719723,"Q3","Q4"
107,80533.2882442983,77008.0794410265,0,1212.2110752316,0.78010927044088,0,-0.518097939715262,-344.079044707645,6082.6296096867,"Q1","Q3"
108,113503.960289984,97924.5618484658,1,3506.83999987404,0.855376511323266,2,0.585912295753475,59.5581849180895,6302.05082700278,"Q3","Q4"
109,93019.1608040792,82259.0098080311,1,2470.9996437987,0.769297679536976,4,0.0390107369468446,-191.302275129774,6026.29936130075,"Q2","Q3"
110,89410.837093451,78850.3597045782,1,2133.3018554887,0.722040471632499,3,-0.313615360268615,-264.772707011057,6032.60650671494,"Q1","Q2"
111,88135.7578573206,79237.4338038158,1,2387.76324417539,0.556113862176426,2,-0.91261312898039,-727.4014804492,6180.49518520948,"Q1","Q1"
112,79561.3729108747,72823.3631852881,1,1960.41671869079,0.540371723286807,3,-1.07816727839202,-902.214662662005,6423.0154046698,"Q1","Q1"
113,116141.355194766,99518.9951744818,1,3547.56611890801,0.89324529375881,2,1.01127702053538,30.5650771560866,6298.06338957031,"Q4","Q4"
114,106453.420566624,92917.442539018,1,3231.07723270141,0.869110163487494,3,0.252399060490157,-108.534253568023,6116.58664658535,"Q3","Q4"
115,108618.834814945,96947.3977351687,1,3462.99383618083,0.672420923644677,1,0.0896807764659618,-280.942954866671,6250.3473782107,"Q3","Q2"
116,88414.38355006,83865.1766123724,0,3086.19078638416,0.58557561134221,4,-0.470585163697894,-493.375936552047,6334.91096965703,"Q3","Q1"
117,88116.322310495,80245.8915524246,1,2675.17518036198,0.591905568458606,4,-0.78230742062161,-608.71350391893,6296.85151205194,"Q2","Q1"
118,111413.872816373,99477.6239432001,1,4200.880210074,0.599175734655,2,-0.0933508420927791,-553.20309358393,6372.53708378887,"Q4","Q1"
119,110238.751921792,96359.8161066023,1,2789.26209960607,0.907811739027966,0,0.667667240844183,36.1235739453157,6271.50558674085,"Q2","Q4"
120,98936.0304324227,85068.8493127764,1,2328.87094954124,0.917482633690815,3,0.557510711980027,-119.542651493603,6149.84198013996,"Q1","Q4"
121,87983.5769712728,83682.8482860514,0,2659.65725503363,0.610225249128416,2,-0.584294162400287,-656.150848440829,6178.11979546662,"Q2","Q1"
122,109506.676861522,96935.4333746687,1,3668.13275877435,0.676381350471638,2,0.162205229002556,-424.35479169673,6278.29515717244,"Q4","Q2"
123,97765.1419264198,87524.0058769594,1,3369.75455081367,0.54593685552245,3,-0.67759204601218,-420.559478715513,6324.36614847467,"Q3","Q1"
124,73924.8978216364,71352.799793776,0,1548.12041782239,0.796270924527198,4,-0.735825915669478,-947.362495256448,6173.54406340515,"Q1","Q3"
125,110516.456818945,103274.656435107,0,4508.98556732185,0.591941770527046,2,0.231840171413404,-126.883070510166,6343.12613502131,"Q4","Q1"
126,97285.9980171603,90908.2274349561,0,3552.39453792501,0.692052609473467,4,0.0835316048903814,-44.7044187939355,6203.8304010933,"Q4","Q2"
127,89909.4434260084,86927.4021480209,0,3480.61900841552,0.523293202673085,4,-0.578108063427565,-526.377455543732,6261.83240502628,"Q3","Q1"
128,110898.39637295,101643.81022319,0,3428.89771327101,0.937683165131602,1,0.923099168120797,-78.8059708510159,6340.02133239479,"Q3","Q4"
129,104569.953864164,96451.8817996611,0,3712.7975407577,0.882518305699341,4,0.509737555139165,-158.817885548879,6346.38513364528,"Q4","Q4"
130,87716.3846375019,76813.8901666519,1,2614.69036309497,0.675234039232601,6,-0.305969939795126,-236.658580358257,5960.71520383264,"Q2","Q2"
131,114724.682781092,107208.576257486,0,4683.26222363129,0.824566105031408,3,0.440985442552261,-282.807999298951,6427.60072402748,"Q4","Q4"
132,80816.7770209515,72742.9212751346,1,2502.95683206213,0.587469754449558,7,-0.524000550818916,-638.571015595809,6331.94321719093,"Q2","Q1"
133,108797.911086055,95022.6951434714,1,3369.04565451255,0.810110122559127,3,0.597896172202611,279.40595052384,6276.77692656819,"Q3","Q3"
134,103624.186875576,92636.8257553243,1,3449.55725678089,0.614187543233857,2,-0.278825461408707,-260.855963695493,6168.75184691853,"Q3","Q1"
135,111033.306809481,103820.522248628,0,4282.82398704437,0.728079735650681,2,0.370897162009905,-119.425470446341,6256.36260793353,"Q4","Q3"
136,85918.1863770833,80374.5325105797,0,2813.92060465288,0.673025566583965,5,-0.253835621780142,-103.821877464736,6017.33181894392,"Q2","Q2"
137,111428.17221084,96652.7175073345,1,3117.41902989667,0.91268347161822,1,0.628505343138259,-84.103364215786,6248.54319940189,"Q3","Q4"
138,99198.5758373152,86757.5683986318,1,2571.79353541765,0.760748566302937,2,0.165771380635933,-132.505383176721,6051.54858848886,"Q2","Q3"
139,61725.4684121794,56809.8426220472,0,900.665149864473,0.58621463108575,6,-0.64493919395441,-119.075330114321,5986.16696342072,"Q1","Q1"
140,86917.6781442735,77990.8142720923,1,1964.58495500923,0.67469400044065,2,-0.559158197736461,-332.221283890373,6112.40422817017,"Q1","Q2"
141,120256.713418199,103485.498257315,1,4991.69346991336,0.636444307549391,5,0.675703450070152,-38.7712967319829,6236.67171554371,"Q4","Q2"
142,113290.373791699,98685.4667248357,1,4029.4069176192,0.700998773251194,3,0.340365893230631,-419.921856145497,6313.73957239129,"Q4","Q2"
143,95557.1091622805,91904.2399277094,0,2912.46010235451,0.763753405248281,1,-0.337053137601442,-936.406626959928,6085.48614775322,"Q2","Q3"
144,103372.87993042,88755.1875536819,1,3810.7867934993,0.880745632504113,9,0.78351089397752,201.136098912904,6280.29273421696,"Q4","Q4"
145,96156.6715735905,83681.482701182,1,3152.36688053266,0.806270364962984,7,0.329327477587331,-91.0292300315999,6122.86589354797,"Q3","Q3"
146,101352.46030491,86559.777444763,1,2703.59823924734,0.941711530112661,4,0.495110600169442,-300.263295802141,6042.01429447977,"Q2","Q4"
147,100198.713795105,91952.7932363856,0,3092.36887045504,0.852514189772773,3,0.545100915032569,-25.6325400237731,6192.12191183156,"Q3","Q4"
148,102325.449109349,87118.6747691535,1,2556.90922363529,0.94531904256437,3,0.614267041425298,-122.535828209934,6076.4788199376,"Q2","Q4"
149,113227.909500466,98585.9587564011,1,3666.03468727714,0.941975476138759,3,0.53161715545482,145.262670134823,6387.79963842439,"Q4","Q4"
150,85812.6423329402,80338.7137317168,0,1893.50477945168,0.737449172860943,1,-0.21581705542317,-145.516421918991,6147.18685347546,"Q1","Q3"
151,90305.7908289889,87001.6249854991,0,2710.47312195779,0.595308948878664,1,-0.556688937286311,-184.34501656897,6115.15628342628,"Q2","Q1"
152,97906.389400043,89212.3511038082,1,3247.39858024572,0.516685830859933,2,-0.58965058863523,-495.581604614089,6400.74427598001,"Q3","Q1"
153,111961.512099259,97935.8697935855,1,3713.50044958489,0.776299001113512,2,0.240862259918962,-39.5580225465497,6330.82603618047,"Q4","Q3"
154,111932.45071957,103496.229283618,0,3871.14501656251,0.882832564308774,1,0.364821343989004,40.9930994293528,6356.54351177143,"Q4","Q4"
155,78520.7363337845,73975.2578579917,0,2264.13862647794,0.565026928856969,4,-0.683453773374646,-402.036373221943,6339.30323184874,"Q1","Q1"
156,106030.712079986,94336.1657741946,1,3013.72459053611,0.715768265514634,0,0.0319661400794198,-454.82533693005,6071.72939468752,"Q2","Q2"
157,101561.308646928,87840.9922890596,1,2504.25532815744,0.846573808009271,2,0.512590952795785,-144.134550027262,6111.98571197768,"Q2","Q4"
158,116230.12153532,103167.941124547,1,3764.77412603919,0.758381155587267,0,0.391800321042763,-118.656763207179,6367.33750185032,"Q4","Q3"
159,90115.9326306867,83744.017632998,0,2182.26243650844,0.771973966632504,1,-0.0257730740249203,-409.923934650344,6074.27182300376,"Q1","Q3"
160,90502.8864712061,83076.8407366384,0,2552.22917824181,0.755867626296822,3,0.0412589383236397,-164.185943715093,6063.21236776801,"Q2","Q3"
161,106535.778829949,99528.9087888496,0,4100.72811296849,0.749158228700981,4,0.606332647073509,-193.720736879162,6257.6007824174,"Q4","Q3"
162,84944.7737680611,76367.5270469092,1,1780.13390506751,0.685247647180222,2,-0.67088720665309,-513.118290832659,6097.36568132529,"Q1","Q2"
163,89438.1124050342,79925.9406451543,1,3261.5466762558,0.5524633503519,7,-0.374151153329202,-396.856359751155,6264.37695653582,"Q3","Q1"
164,94959.0111391317,83039.2890743506,1,2949.32262132114,0.643265125364996,4,-0.232790307418584,-413.53020537631,5950.45940753806,"Q2","Q2"
165,82336.172879954,70895.6656753272,1,2001.45429409942,0.723285575688351,6,-0.0976652822618603,-262.395792880232,6112.58334430598,"Q1","Q2"
166,88563.7562146602,79469.331791761,1,2192.00792354958,0.590451689844485,2,-0.402627950119356,-188.608940269723,6166.69528069937,"Q1","Q1"
167,92684.5617137561,81688.6462551024,1,2665.26489589539,0.662197565799579,4,-0.251985527148013,-364.143193116145,5909.43716226741,"Q2","Q2"
168,114551.411423833,99696.9539198819,1,3956.44290868634,0.574585029820446,0,0.0387803668721342,-50.5854358603674,6344.48670630645,"Q4","Q1"
169,107847.04443435,95305.3041941396,1,3181.69342189262,0.857641196472105,2,0.411675496554716,-539.606515432765,6226.72295019915,"Q3","Q4"
170,87000.1879254684,77891.8704996965,1,2091.02992752402,0.75362583254464,4,-0.108863174536016,-517.46959562235,6154.5226508018,"Q1","Q3"
171,104426.5969697,92107.9993930785,1,3585.16305427329,0.674906881712377,3,-0.142859425276384,-487.060849120565,6171.14218620857,"Q4","Q2"
172,103813.042460092,97450.4639236758,0,3551.47582859961,0.707741381519008,1,0.277809937825211,-328.500043279739,6126.92499572324,"Q4","Q2"
173,89366.7276383545,85624.1764663337,0,2885.41843664336,0.649918269284535,3,-0.528096956440865,-653.868235232447,6074.47003652279,"Q2","Q2"
174,92792.6364974757,87729.4237703134,0,2686.80519701215,0.590329932433087,0,-0.286113811244734,-206.772739202801,6064.86969701755,"Q2","Q1"
175,100797.942547596,95989.3374914195,0,4188.45725980617,0.543316068360582,3,-0.463045506105884,-458.565700435574,6386.77127658101,"Q4","Q1"
176,92522.7913216598,81210.6076582466,1,2283.81287123175,0.825668036541902,4,0.0630450535993711,-123.235367356068,6080.7121635117,"Q1","Q4"
177,92820.5930177766,84400.5266423375,1,2729.74494806188,0.554654335731175,2,-0.613689892631158,-310.629658013362,6223.8549531049,"Q2","Q1"
178,98752.0797408943,88367.9031592617,1,3076.12762433269,0.699848498485517,3,-0.322177093470029,-443.483909118888,6045.73650455449,"Q3","Q2"
179,98463.0192033881,85791.1713383253,1,2175.7981185207,0.846905886440072,1,0.0477624157121987,-302.678007068001,6041.59407526209,"Q1","Q4"
180,96383.3882288162,83348.6924392113,1,2221.72317982525,0.895940501219593,3,0.144624177513806,-318.452590846591,6030.92278047524,"Q1","Q4"
181,104255.069751652,88466.7002845297,1,2883.8894647391,0.94692294173874,4,0.586908558356636,-249.227391164997,6117.71352334405,"Q2","Q4"
182,100656.830829649,94712.0671032289,0,4188.38028068158,0.591329731920268,5,-0.0525500909592441,-269.137297444264,6392.63504465981,"Q4","Q1"
183,76525.8101651019,68831.7305803729,1,1030.70207329496,0.71706103682518,2,-0.94140783179257,-200.53861555797,6216.43562810875,"Q1","Q2"
184,74182.7749027738,70541.4902415722,0,2332.99329072813,0.571394428936765,6,-0.911774568113894,-493.911251589508,6363.08335658404,"Q1","Q1"
185,118632.249715247,101633.176283618,1,3758.6225601721,0.911168146214913,2,1.08455705192466,7.69499110623392,6331.17493100742,"Q4","Q4"
186,99820.5725505405,88573.9646169175,1,3769.63963104761,0.540908743964974,5,-0.255782886057875,-596.803325587293,6340.10670520817,"Q4","Q1"
187,95632.2480901102,84456.1281633184,1,2198.89652874133,0.789098676037975,1,-0.180465871350174,-503.46569906744,6027.77826685223,"Q1","Q3"
188,106661.235423429,93590.4412022183,1,3388.79611776434,0.742348229093477,3,0.466964370075032,-78.0428833769802,6229.85813375328,"Q3","Q3"
189,104188.105197196,90906.2671089829,1,3220.09633613133,0.792819132644217,4,0.406651973820047,22.773843615708,6135.29940739835,"Q3","Q3"
190,64770.5772888871,61426.780209062,0,1806.50552019466,0.768543716869317,10,-0.643704903857537,-305.406956916305,5848.45336590626,"Q1","Q3"
191,105690.000780715,91909.5083831603,1,3368.64536930643,0.907145927054807,5,0.559847474203394,-476.454893156724,6191.8834991076,"Q3","Q4"
192,114407.780248643,99537.5030557414,1,3922.28533688007,0.876749853219371,4,0.766316045816257,226.566704366819,6396.64915238355,"Q4","Q4"
