"loja_id","periodo","vendas","tratamento","pos","renda_per_capita","penetracao_internet","n_concorrentes","potencial_crescimento","efeito_verdadeiro"
3,17,102789.944177855,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,18,100966.811199421,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,19,100759.167532264,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,20,97459.3391168221,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,21,99343.3795922035,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,22,99358.8078334653,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,23,101339.873127935,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
3,24,104861.991106129,1,1,2954.39570429941,0.898726739711128,5,0.480851868325985,6274.65133157196
4,1,82557.7394539162,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,2,81152.4081349757,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,3,81876.8352558803,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,4,81938.9194923263,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,5,79764.4902229448,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,6,80072.6215572014,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,7,75422.7901552906,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,8,76469.1207244289,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,9,69825.8483290659,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,10,75743.5749369188,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,11,75090.2853722635,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,12,79802.0274701663,1,0,1614.29835135006,0.866340699908324,2,-0.203139671005912,0
4,13,92766.6935700317,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,14,93321.7282040983,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,15,93853.136515061,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,16,93897.4708364502,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,17,89535.009431507,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,18,88370.2153304742,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,19,83083.8009279289,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,20,87224.4360464975,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,21,85847.2668444447,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,22,88716.6248814298,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,23,88217.2699353847,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
4,24,89101.402322822,1,1,1614.29835135006,0.866340699908324,2,-0.203139671005912,5539.83057549168
5,1,86329.9747192629,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,2,92170.400134792,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,3,90039.5594163477,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,4,92808.3458772846,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,5,90567.7899968617,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,6,89987.0150337118,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,7,83866.6934679622,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,8,83760.160466236,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,9,86569.7093964826,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,10,91345.7555724645,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,11,94879.3819776946,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,12,91727.9369921988,1,0,2894.01329181974,0.821126049698796,3,0.313998481750749,0
5,13,102768.798233671,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,14,101755.38580378,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,15,105479.733361691,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,16,105401.343852234,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,17,102120.071173043,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,18,102679.870599195,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,19,101009.285021201,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,20,99588.121150097,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,21,100701.975301963,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,22,102760.51189647,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,23,101516.690101153,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
5,24,102146.919756513,1,1,2894.01329181974,0.821126049698796,3,0.313998481750749,6089.25874530746
6,1,92146.2692777372,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,2,96707.0012602711,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,3,96958.6282052563,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,4,100414.545245363,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,5,93160.1425143883,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,6,94407.6457609818,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,7,88201.6070974269,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,8,88752.0354237482,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,9,87102.7751984239,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,10,92386.9678407327,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,11,94063.4921653547,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,12,95911.3145051454,0,0,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,13,96357.9033645488,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,14,100171.274126766,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,15,101280.170014321,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,16,103264.722838353,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,17,96614.635602371,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,18,98637.7956637728,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,19,96904.0736932171,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,20,91704.1388740239,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,21,94820.0596369577,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,22,97325.2112650275,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,23,96906.1434750676,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
6,24,100866.430909963,0,1,3609.01928294355,0.563224334153347,2,-0.243814267414699,0
7,1,88414.7252775028,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,2,86646.0640354042,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,3,90476.7109540893,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,4,88194.6813370376,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,5,86385.1693030765,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,6,90744.2495866877,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,7,84850.9892246014,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,8,84567.4410593676,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,9,83031.0463309831,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,10,88176.232963474,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,11,89925.8466440327,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,12,87387.7783574269,1,0,2957.35974282146,0.702571708522737,3,0.0481380819328178,0
7,13,98240.4623484651,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,14,103617.306910608,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,15,105316.492148028,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,16,99883.3236818521,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,17,103402.050537159,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,18,95263.5826976272,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,19,99044.3578823945,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,20,93544.7651932742,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,21,94924.4887908965,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,22,95238.4313164907,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,23,97394.0045766391,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
7,24,101531.280605864,1,1,2957.35974282146,0.702571708522737,3,0.0481380819328178,5883.8232884562
8,1,75022.8692382256,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,2,77731.7893733488,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,3,79686.7631258592,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,4,74351.5872062907,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,5,74021.0593296896,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,6,74056.910676228,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,7,70542.2892330087,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,8,65910.365919231,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,9,66667.1749668602,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,10,70916.944588996,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,11,72056.2462607086,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,12,73196.0776910136,1,0,2426.19811556557,0.511164095089771,5,-0.975644319056023,0
8,13,83687.0291499631,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,14,81619.2687770072,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,15,87720.8439888701,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,16,89793.1453826595,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,17,80029.790937815,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,18,79131.8767422989,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,19,79175.4076593477,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,20,75157.3728611656,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,21,79994.9144763175,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,22,79960.8499850225,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,23,76146.0696625966,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
8,24,80725.6054420374,1,1,2426.19811556557,0.511164095089771,5,-0.975644319056023,5235.42724796233
9,1,80394.9935306274,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,2,82569.8034399783,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,3,88197.3507597212,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,4,79923.4538760716,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,5,83145.3466554253,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,6,75883.3998179307,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,7,77957.39463862,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,8,74557.0303556407,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,9,75402.6683118852,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,10,71978.9325939729,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,11,80431.5366984544,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,12,77961.0849561952,0,0,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,13,81584.6264996551,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,14,84986.9769566956,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,15,86237.6617239865,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,16,85419.7607921417,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,17,81730.2553570079,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,18,82173.9501363065,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,19,78961.8258283777,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,20,78215.8596702508,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,21,76124.7408692037,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,22,80385.3809733526,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,23,81769.8149481616,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
9,24,83923.3258594428,0,1,1919.81415703076,0.671124600293115,1,-0.834356122428723,0
10,1,85346.0302174311,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,2,90765.6529357155,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,3,88345.6226658102,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,4,87889.1359057901,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,5,89428.877374157,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,6,82116.2351600817,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,7,82255.0123515258,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,8,78379.910616951,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,9,81829.9541441724,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,10,83898.0865738571,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,11,86963.8880655912,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,12,88010.8526025372,0,0,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,13,87877.0440885838,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,14,90638.3850450273,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,15,93331.4099618091,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,16,94689.7150031607,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,17,95113.9862140273,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,18,91694.2359868995,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,19,87188.4425493969,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,20,82402.3611750268,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,21,81752.3747794202,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,22,84679.9712134867,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,23,88365.4839647397,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
10,24,90485.4569766238,0,1,2187.36017374456,0.72877209604485,0,-0.44065135846026,0
11,1,97470.7306747729,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,2,99885.1824997164,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,3,102053.919016908,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,4,101752.259437257,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,5,97843.2876786673,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,6,100163.961729595,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,7,93923.323955057,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,8,92550.1722521618,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,9,96310.9265768472,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,10,98930.3043538172,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,11,102047.608287952,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,12,101223.083145082,1,0,4249.75810934484,0.519394770707004,2,-0.402310224793185,0
11,13,109435.011810987,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,14,109076.355209692,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,15,113574.700548041,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,16,110650.135572109,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,17,110815.306906403,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,18,108986.772261827,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,19,107605.899215596,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,20,103075.403305602,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,21,107019.026558378,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,22,106215.697769882,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,23,112398.887939446,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
11,24,113870.966625109,1,1,4249.75810934484,0.519394770707004,2,-0.402310224793185,6163.66859608643
12,1,85690.1029891622,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,2,88608.5555637012,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,3,88009.2686906025,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,4,87544.2905444402,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,5,84357.4317469021,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,6,80946.9427305579,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,7,78578.1077567382,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,8,77076.6782102225,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,9,76624.2271410941,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,10,78014.0060178741,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,11,77851.4891338748,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,12,86068.0874345643,0,0,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,13,89374.7458268049,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,14,90367.7855717205,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,15,92087.4713555824,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,16,89822.9773429024,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,17,86370.0687521715,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,18,88767.2801476934,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,19,84203.2636872212,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,20,84710.1426743132,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,21,83824.5403338451,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,22,85022.6347202398,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,23,83928.2089856367,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
12,24,86810.4876897293,0,1,2191.89539940121,0.699925008707214,1,-0.56183409323303,0
13,1,85586.9926626824,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,2,92945.5990314535,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,3,89460.6365955398,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,4,92861.1451616906,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,5,92783.3740314768,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,6,82988.2870544187,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,7,84450.1174865308,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,8,84219.6042120331,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,9,84463.6799291873,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,10,82641.605648673,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
13,11,87957.3237413449,1,0,2921.12597784705,0.740834296343382,3,0.200385037045553,0
